event_id,event_name,event_url,local_date,local_time,utc_datetime,timezone,status,segment,genre,subgenre,artists,venue_name,venue_id,address,city,state,state_code,postal_code,country_code,latitude,longitude,min_price,max_price,currency,image_url
1AsZkuSGkempIQQ,Vans Warped Tour Montréal - 2-jours,https://www.ticketmaster.ca/vans-warped-tour-montreal-2jours-montreal-quebec-08-21-2026/event/31006373AE5A869A,2026-08-21,,,America/Toronto,offsale,Music,Undefined,Undefined,"Vans Warped Tour; A Day To Remember; Acceptance; Agnostic Front; All Time Low; Angel Du$t; Atreyu; Bad Cop Bad Cop; Bearings; Béton Armé; Big Ass Truck; Bigwig; Boston Manor; Bowling for Soup; Cartel; Chase Petra; Chiodos; Comeback Kid; Counterparts; Cross Check; Desecrate; Despised Icon; Drug Church; Escape the Fate; Fair Warning - The Van Halen Experience; Flogging Molly; Four Year Strong; Gob; Good Riddance; Good Sleepy; Hawthorne Heights; Ice Nine Kills; illScarlett; Initiate; Jimmy Eat World; Joyce Manor; Jutes; K-Man and the 45's; letlive; LØLØ; Mad Caddies; Madball; Mayday Parade; Microwave; MxPx; nothing,nowhere.; Of Mice and Men; Origami Angel; Oxymorrons; Peer Pressure; Pennywise; Silverstein; Simple Plan; Sleep Theory; Spike and the Gimme Gimmes; Spite House; Strung Out; Sublime; SUCKERPUNCH; Sudden Waves; Sunami; Taking Back Sunday; The Anti-Queens; The Ataris; The Devil Wears Prada; The Menzingers; The Paradox; The Planet Smashers; The Red Jumpsuit Apparatus; THRICE; Thursday; Yellowcard",Parc Jean Drapeau,KovZpZAa6elA,296 Chemin du Tour de l'isle,Montreal,Quebec,QC,H3C 1A9,CA,45.50642600,-73.52600100,,,,https://s1.ticketm.net/dam/a/4d3/5eec03d8-6acc-477f-8b1d-28c5939274d3_SOURCE
LvZ18Q5ihNrSsX8ZNTR1D,Breakaway Mass 2026,https://www.universe.com/events/breakaway-mass-2026-tickets-3VLQGP?ref=ticketmaster,2026-08-21,16:00:00,2026-08-21T20:00:00Z,America/New_York,onsale,Music,Dance/Electronic,Club Dance,Devault; Effin; Gardella; HILLS; GRYFFIN; INZO; it's murph; Jkyl X Hyde; Know Good; Laszewo; Mojave Grey; No Thanks; OMNOM; Steller; Tsu Nami; Wax Motif; YDG; Crankdat; Excision; Sullivan King; Zedd; Breakaway Music Festival,Palladium Outdoors,KovZpZA6klaA,30 Exchange Street,Worcester,Massachusetts,MA,01608,US,,,,,,https://s1.ticketm.net/dam/a/b5b/c5b756b8-3f1d-47a0-bcf0-02200406bb5b_SOURCE
vv177Z_dGkRMI9g_,CANN PRESENTS: YACHT ROCK REVUE - PRIMETIME - 2 Day Pass,https://www.ticketmaster.com/cann-presents-yacht-rock-revue-primetime-boston-massachusetts-08-21-2026/event/0100643BF7A17D59,2026-08-21,,,America/New_York,onsale,Music,Rock,Pop,Yacht Rock Revue,Leader Bank Pavilion,KovZpZAEAdEA,290 Northern Ave,Boston,Massachusetts,MA,02210,US,42.34851323,-71.03587836,,,,https://s1.ticketm.net/dam/a/fb2/66303d90-c29c-4deb-bb46-d7a929f5bfb2_TABLET_LANDSCAPE_LARGE_16_9.jpg
rZ7HnEZ1AfFe8f,"AUSTIN CARLILE (Formerly Of OF MICE & MEN), Thuggernaut, No Future, No Kings, Peekay, VVitch, Deadbeat Nightlife, Death is a Virtue",https://www.ticketweb.com/event/austin-carlile-formerly-of-of-whisky-a-go-go-tickets/14202414,2026-08-21,18:00:00,2026-08-22T01:00:00Z,America/Los_Angeles,offsale,Music,Rock,,,Whisky A Go Go,rZ7HnEZ17FaQ4,8901 W Sunset Boulevard,West Hollywood,California,CA,90069,US,34.090897,-118.385693,33.45,723.55,USD,https://s1.ticketm.net/dam/c/fbc/b293c0ad-c904-4215-bc59-8d7f2414dfbc_106141_TABLET_LANDSCAPE_LARGE_16_9.jpg
rZ7HnEZ1AfbM4N,"BACKSTAGE NASHVILLE! DAYTIME HIT SONGWRITERS SHOW featuring Mark Nesler ,  Ira Dean ,  Johnny Clawson &  Ray Stephenson",https://www.ticketweb.com/event/backstage-nashville-daytime-hit-songwriters-3rd-and-lindsley-tickets/14637563,2026-08-22,12:30:00,2026-08-22T17:30:00Z,America/Chicago,offsale,Music,Country,Country,Ira Dean; Ray Stephenson,3rd and Lindsley,rZ7HnEZadyf,818 3rd Ave. S,Nashville,Tennessee,TN,37210,US,36.152076,-86.770085,32.45,32.45,USD,https://s1.ticketm.net/dam/c/677/c58dd0af-cda8-49b2-bdaf-068540c3a677_106541_TABLET_LANDSCAPE_LARGE_16_9.jpg
Z698xZbpZ1kANoEr9,Spoorpark LIVE: Anouk + Clouseau,https://www.ticketmaster.nl/event/spoorpark-live-anouk--clouseau-tickets/163467797?language=en-us,2026-06-27,15:00:00,2026-06-27T13:00:00Z,Europe/Amsterdam,cancelled,Music,Rock,Pop,Anouk; Spoorpark Live; Clouseau; Bente; Jett Rebel; De Nachtwacht,Spoorpark LIVE,Z598xZbpZkA6e,Spoorpark 1,Tilburg,,,5038LS,NL,51.56166,5.0707,,,,https://s1.ticketm.net/dam/a/eb5/bb2c3eb0-5559-4f40-b3e4-a2c9543e9eb5_SOURCE
rZ7HnEZ1AfJbZd,"Rong, Wellness,  lonelyisaneyesore , The Body Keeps The Score ",https://www.ticketweb.com/event/rong-wellness-lonelyisaneyesore-middle-east-upstairs-tickets/14998003,2026-08-22,12:00:00,2026-08-22T16:00:00Z,America/New_York,offsale,Music,Rock,Experimental Rock,,Middle East - Upstairs,rZ7HnEZa7LQ,472 Massachusetts Ave,Cambridge,Massachusetts,MA,02139,US,42.36422,-71.10133,22.64,22.64,USD,https://s1.ticketm.net/dam/c/fbc/b293c0ad-c904-4215-bc59-8d7f2414dfbc_106141_TABLET_LANDSCAPE_LARGE_16_9.jpg
1Ad0ZbYGkDbfd1v,Wayne Newton | Official Caesars Ticket + Hotel Packages,https://travel.ticketmaster.com/attraction/167?_uid=2d1a81bc-09c6-45ae-ba80-43c6cfcac5ca&utm_source=Caesars_TM&utm_medium=Wayne_Newton_ADP,2026-08-18,19:00:00,2026-08-19T02:00:00Z,America/Los_Angeles,onsale,Music,Pop,Adult Contemporary,Wayne Newton,Bugsy's Cabaret at Flamingo,KovZpaF2Qe,3555 Las Vegas Blvd,Las Vegas,Nevada,NV,89109,US,36.11726269,-115.17272405,,,,https://s1.ticketm.net/dam/a/4df/204c2bb1-567a-446d-bffa-630ddaf064df_SOURCE
rZ7HnEZ1Af0ZqS,West End Motel//WOORMS//Abusements,https://www.ticketweb.com/event/west-end-motelwoormsabusements-gasa-gasa-tickets/14900773,2026-08-21,21:00:00,2026-08-22T02:00:00Z,America/Chicago,offsale,Music,Alternative,Alternative Rock,West End Motel,Gasa Gasa,rZ7HnEZ17aKef,4920 Freret St,New Orleans,Louisiana,LA,70115,US,29.937978,-90.107145,12.05,12.05,USD,https://s1.ticketm.net/dam/c/fbc/b293c0ad-c904-4215-bc59-8d7f2414dfbc_106141_TABLET_LANDSCAPE_LARGE_16_9.jpg
rZ7HnEZ1Afv8Z0,Duke Tumatoe and The Power Trio/Sheryl Youngblood Blues Band,https://www.ticketweb.com/event/duke-tumatoe-and-the-power-kingston-mines-chicago-tickets/14050024,2026-08-21,19:00:00,2026-08-22T00:00:00Z,America/Chicago,offsale,Music,Blues,Blues,,Kingston Mines - Chicago Blues Center,rZ7HnEZa7JQ,2548 North Halsted,Chicago,Illinois,IL,60614,US,41.929086,-87.648951,23.0,23.0,USD,https://s1.ticketm.net/dam/c/7be/4e1e9428-29ec-401f-aa45-f1577614b7be_105421_TABLET_LANDSCAPE_LARGE_16_9.jpg
vvG10Z_G6dw5z0,Lil Rob & Friends,https://www.ticketmaster.com/lil-rob-friends-los-angeles-california-07-10-2026/event/090064C1C3C8BE24,2026-07-10,21:00:00,2026-07-11T04:00:00Z,America/Los_Angeles,cancelled,Music,Hip-Hop/Rap,Trap,Lil Rob; Mellow Man Ace,The Regent Theater,KovZpZAJ6daA,448 S. Main St.,Los Angeles,California,CA,90013,US,34.04730000,-118.24799000,,,,https://s1.ticketm.net/dam/a/a9f/31d70053-9b83-44bd-b181-7790c0e6ea9f_1037531_TABLET_LANDSCAPE_LARGE_16_9.jpg
vvG1FZ_G2O3EnK,Bee Gees Gold,https://www.ticketmaster.com/bee-gees-gold-atlantic-city-new-jersey-08-22-2026/event/020064C3E04A7A93,2026-08-22,15:00:00,2026-08-22T19:00:00Z,America/New_York,offsale,Music,Undefined,Undefined,Bee Gees Gold,Sound Waves at Hard Rock Hotel & Casino Atlantic City,KovZ917Ah9F,1000 Boardwalk,Atlantic City,New Jersey,NJ,08401,US,39.359944,-74.420138,,,,https://s1.ticketm.net/dam/a/f6a/327cfed8-5089-4375-9c8d-71b431c33f6a_SOURCE
rZ7HnEZ1A4v7Jd,VIERNES Y MUJERES GRATIS TODA LA NOCHE!,https://www.ticketweb.com/event/viernes-y-mujeres-gratis-toda-stampede-tickets/15044983,2026-08-21,21:30:00,2026-08-22T03:30:00Z,America/Denver,offsale,Music,World,Mexican Ranchera,,Stampede,rZ7HnEZ173p1A,2430 South Havana,Aurora,Colorado,CO,80014,US,39.672363,-104.865271,2.0,27.98,USD,https://s1.ticketm.net/dam/c/548/5fefbd1c-973b-4b0e-9b2e-d78e4ce37548_106111_TABLET_LANDSCAPE_LARGE_16_9.jpg
177Zv0G658X9fcf,Classic Albums Live - 3 DAY TICKET,https://www.ticketmaster.ca/classic-albums-live-3-day-ticket-bala-ontario-07-17-2026/event/100064B43E5D4B54,2026-07-17,,,America/New_York,cancelled,Music,Rock,Pop,Classic Albums Live,The KEE to Bala,KovZpauuUe,1015 Bala Falls Rd.,Bala,Ontario,ON,P0C 1A0,CA,45.01151950,-79.61384660,,,,https://s1.ticketm.net/dam/a/318/b6014ae7-3038-41c0-acc8-888dd03f0318_SOURCE
G5vHZbUD7CFVz,Rock N Roll Circus - The Kooks,https://www.ticketmaster.co.uk/rock-n-roll-circus-the-kooks-norwich-22-08-2026/event/1F00636EC4388D38,2026-08-22,13:00:00,2026-08-22T12:00:00Z,Europe/London,offsale,Music,Rock,Pop,Rock N Roll Circus; The Kooks; The Vaccines; The Fratellis; Milburn; The Clause; Cruz Beckham and The Breakers; The Kairos; Tom A Smith; Fletchr Fletchr; Leazes,Earlham Park,KovZpZAnJ7eA,Norwich,Norwich,,,NR4 7TQ,GB,52.62566810,1.23785150,,,,https://s1.ticketm.net/dam/a/13b/0b384128-905f-4845-994a-7a879941313b_TABLET_LANDSCAPE_LARGE_16_9.jpg
G5vYZ_2vzqgkf,Bang the Bay Presents: Feel the Sounds,https://www.ticketmaster.com/bang-the-bay-presents-feel-the-orinda-california-08-22-2026/event/1C0064F078775194,2026-08-22,12:00:00,2026-08-22T19:00:00Z,America/Los_Angeles,offsale,Music,Rock,Pop,,Siesta Valley Bowl,KovZ917AVph,100 California Shakespeare Theater Way,Orinda,California,CA,94563,US,37.87035000,-122.20353000,,,,https://s1.ticketm.net/dam/e/9f6/d6b1fac1-9893-4989-a29e-c0e7a92ae9f6_TABLET_LANDSCAPE_LARGE_16_9.jpg
1AgZkCvGkeDz6-X,Hollywood Vampires,https://www.ticketmaster.co.uk/hollywood-vampires-halifax-22-08-2026/event/35006381BBE0787E,2026-08-22,18:00:00,2026-08-22T17:00:00Z,Europe/London,offsale,Music,Rock,Pop,Hollywood Vampires; Live at the Piece Hall; The Damned,The Piece Hall,KovZ9177LTf,Blackledge,Halifax,,,HX1 1RE,GB,53.72143200,-1.85657000,,,,https://s1.ticketm.net/dam/a/90e/c8309be9-7f04-4c12-b41e-50d97afd690e_SOURCE
1AUZkuVGkeybEyJ,Edinburgh Summer Sessions - Heather on the Hill,https://www.ticketmaster.co.uk/edinburgh-summer-sessions-heather-on-the-edinburgh-22-08-2026/event/36006374B9627E66,2026-08-22,12:00:00,2026-08-22T11:00:00Z,Europe/London,offsale,Music,Rock,Pop,Edinburgh Summer Sessions; Nathan Evans & The Saint PHNX Band; Cian Ducrot; Brooke Combe; Nati Dreddd; Cammy Barnes; Rose Betts,Royal Highland Showgrounds,KovZ9177wq7,Ingliston,Edinburgh,,,EH28 8NB,GB,55.94195200,-3.37116000,,,,https://s1.ticketm.net/dam/a/edc/12ae8b38-50db-43ae-a052-d3328eef9edc_SOURCE
1AdOZbVGkT1fxkB,Stiff Little Fingers,https://www.ticketmaster.ie/stiff-little-fingers-belfast-22-08-2026/event/3800634FCA5221BA,2026-08-22,18:00:00,2026-08-22T17:00:00Z,Europe/London,offsale,Music,Rock,Pop,Stiff Little Fingers; CHSq,Custom House Square Belfast,KovZ917A7e7,Belfast,Belfast,,,BT1 3ET,GB,54.60185975,-5.92320800,,,,https://s1.ticketm.net/dam/a/626/0ba9b470-13ee-41f8-b4a9-121113d74626_TABLET_LANDSCAPE_LARGE_16_9.jpg
LvZ18QpUpax9arYZvaPqQ,Punk Rock Brunch | 90’s & Y2K Anthems,https://www.universe.com/events/punk-rock-brunch-90-s-y2k-anthems-tickets-VHXTN7?ref=ticketmaster,2026-08-22,10:00:00,2026-08-22T17:00:00Z,America/Los_Angeles,offsale,Music,Rock,Pop,Punk Rock Brunch: Hits from the 90’s & Y2K,Rio Las Vegas,KovZpZAJal6A,3700 W Flamingo RD,Las Vegas,Nevada,NV,89103,US,36.11698951,-115.18647575,,,,https://s1.ticketm.net/dam/a/f3e/fe1643ec-cbbb-4ce6-89d0-73c5468c7f3e_SOURCE
Z698xZbpZ16vjeGgaO,When Chai Met Toast,https://www.ticketmaster.nl/event/when-chai-met-toast-tickets/1702335260?language=en-us,2026-08-22,19:30:00,2026-08-22T17:30:00Z,Europe/Amsterdam,onsale,Music,Rock,Pop,When Chai Met Toast,Melkweg,Z598xZbpZd6ak,Lijnbaansgracht 234 A,Amsterdam,,,1017 PH,NL,52.36483,4.88127,,,,https://s1.ticketm.net/dam/a/2d2/a7f8278a-b9dd-472f-b60c-92008b8b92d2_SOURCE
G5dzZ_6lnSMkp,The Selecter,https://www.ticketmaster.co.uk/the-selecter-oxford-22-08-2026/event/3E00647AEACF7196,2026-08-22,19:00:00,2026-08-22T18:00:00Z,Europe/London,offsale,Music,Rock,Pop,The Selecter,O2 Academy2 Oxford,KovZ9177aD7,190 Cowley Road,Oxford,,,OX4 1UE,GB,51.74706760,-1.23511660,,,,https://s1.ticketm.net/dam/a/535/5b7ea7fa-892e-4bbb-a8db-af2e6f3e1535_SOURCE
G5vHZbz2nrbsl,Trentham Live 2026 - 4 Day Festival Pass,https://www.ticketmaster.co.uk/trentham-live-2026-4-day-festival-staffordshire-20-08-2026/event/1F006383EA798C6B,2026-08-20,,,Europe/London,onsale,Music,Rock,Pop,Trentham Live; Five; The Wanted 2.0; The Coral; The Human League,The Trentham Estate,KovZpZAn1kFA,"Stone Road, Trentham",Staffordshire,,,ST4 8JG,GB,52.96478600,-2.20279600,,,,https://s1.ticketm.net/dam/a/928/2250a6d9-02b2-4cef-8a8f-c723720fa928_SOURCE
LvZ18Q_sL_l330ZZy7eYE,THE FLATLINERS + SPECIAL GUESTS A WILHELM SCREAM,https://www.universe.com/events/the-flatliners-special-guests-a-wilhelm-scream-tickets-4HYTKR?ref=ticketmaster,2026-08-22,19:00:00,2026-08-22T18:00:00Z,Europe/London,offsale,Music,Rock,Pop,The Flatliners; A Wilhelm Scream,The Garage,KovZ9177Akf,20-22 Highbury Corner,London,,,N5 1RD,GB,51.54670800,-0.10385500,,,,https://s1.ticketm.net/dam/a/950/255ff022-cd8b-4665-8e99-37719330d950_459361_TABLET_LANDSCAPE_LARGE_16_9.jpg
LvZ18QbdtMTDuf8ZyBZZ7,Fac51 The Haçienda at Wollaton Hall,https://www.universe.com/events/fac51-the-hacienda-at-wollaton-hall-tickets-LSYZD2?ref=ticketmaster,2026-08-22,13:00:00,2026-08-22T12:00:00Z,Europe/London,offsale,Music,Rock,Pop,The Hacienda; Fac51 Hacienda Warehouse Party; Faithless; Roger Sanchez; Todd Terry; Graeme Park; Marshall Jefferson; Erol Alkan; DJ Paulette,Wollaton Park,KovZ9177kh7,Wollaton,Nottingham,,,NG8 2AE,GB,52.94778200,-1.21096000,,,,https://s1.ticketm.net/dam/c/fbc/b293c0ad-c904-4215-bc59-8d7f2414dfbc_106141_TABLET_LANDSCAPE_LARGE_16_9.jpg
LvZ18QxZvNggVpZZ0e-JR,DETROIT SOUL COLLECTIVE Sat 22 August 2026 The Jam House Birmingham,https://www.universe.com/events/detroit-soul-collective-sat-22-august-2026-the-jam-house-birmingham-tickets-F50DM1?ref=ticketmaster,2026-08-22,18:00:00,2026-08-22T17:00:00Z,Europe/London,onsale,Music,Pop,Pop,Live music,The Jam House Birmingham,KovZpZAnJI6A,3-5 St Pauls Square,Birmingham,,,B3 1QU,GB,52.48509613,-1.90438600,,,,https://s1.ticketm.net/dam/c/4f2/0109888a-61b5-4525-8432-b026ef04f4f2_105631_TABLET_LANDSCAPE_LARGE_16_9.jpg
1AUZkudGkd-zc-z,Rewind South 2026 - Whopper Campervan/Caravan Tickets,https://www.ticketmaster.co.uk/rewind-south-2026-whopper-campervancaravan-tickets-henleyonthames-21-08-2026/event/36006343E1E2D878,2026-08-21,,,Europe/London,onsale,Music,Rock,Pop,Rewind Festival,Temple Island Meadows,KovZ9177Sa0,Remenham Church Lane,Henley-On-Thames,,,RG9 3DB,GB,51.54484400,-0.88657100,,,,https://s1.ticketm.net/dam/a/5ea/66562ed9-1086-4444-b3cd-5f948025f5ea_SOURCE
1AUZkudGkd9rizq,Rewind South 2026 - Standard Campervan/Caravan Tickets,https://www.ticketmaster.co.uk/rewind-south-2026-standard-campervancaravan-tickets-henleyonthames-21-08-2026/event/36006343D77ACE1D,2026-08-21,,,Europe/London,onsale,Music,Rock,Pop,Rewind Festival,Temple Island Meadows,KovZ9177Sa0,Remenham Church Lane,Henley-On-Thames,,,RG9 3DB,GB,51.54484400,-0.88657100,,,,https://s1.ticketm.net/dam/a/5ea/66562ed9-1086-4444-b3cd-5f948025f5ea_SOURCE
1AUZkudGkesfn8n,Rewind South 2026 - Power Hook-Up For Caravans & Campervans,https://www.ticketmaster.co.uk/rewind-south-2026-power-hookup-for-henleyonthames-21-08-2026/event/36006343B152A42A,2026-08-21,,,Europe/London,onsale,Music,Rock,Pop,Rewind Festival,Temple Island Meadows,KovZ9177Sa0,Remenham Church Lane,Henley-On-Thames,,,RG9 3DB,GB,51.54484400,-0.88657100,,,,https://s1.ticketm.net/dam/a/5ea/66562ed9-1086-4444-b3cd-5f948025f5ea_SOURCE
G5vHZbM5UPyh_,Trentham Live 2026 - Saturday - Five,https://www.ticketmaster.co.uk/trentham-live-2026-saturday-five-staffordshire-22-08-2026/event/1F006372F69796D9,2026-08-22,16:00:00,2026-08-22T15:00:00Z,Europe/London,offsale,Music,Rock,Pop,Trentham Live; Five; The Wanted 2.0; Absnt Mind,The Trentham Estate,KovZpZAn1kFA,"Stone Road, Trentham",Staffordshire,,,ST4 8JG,GB,52.96478600,-2.20279600,,,,https://s1.ticketm.net/dam/a/928/2250a6d9-02b2-4cef-8a8f-c723720fa928_SOURCE
LvZ18QE3w6WelV4fiGZhl,Freya Beer,https://www.universe.com/events/freya-beer-tickets-2D7N9S?ref=ticketmaster,2026-08-22,20:00:00,2026-08-22T19:00:00Z,Europe/London,offsale,Music,Rock,Pop,Freya Beer,The Castle,KovZ9177Ou0,1 Castle St,Luton,,,LU13AA,GB,51.87840400,-0.41466100,,,,https://s1.ticketm.net/dam/c/fbc/b293c0ad-c904-4215-bc59-8d7f2414dfbc_106141_TABLET_LANDSCAPE_LARGE_16_9.jpg
LvZ18QOFQqiFSU8Z02DT7,King Tut's Summer Nights Presents: Eyes of Home,https://www.universe.com/events/king-tuts-summer-nights-presents-eyes-of-home-tickets-JNHD6F?ref=ticketmaster,2026-08-22,19:30:00,2026-08-22T18:30:00Z,Europe/London,offsale,Music,Rock,Pop,King Tuts Summer Nights; Katanes; Eyes of Home; Landslide; Cherry Red,King Tuts Wah Wah Hut,KovZ9177YV0,272a ST Vincent Street,Glasgow,,,G2 5RL,GB,55.86263700,-4.26503700,,,,https://s1.ticketm.net/dam/c/fbc/b293c0ad-c904-4215-bc59-8d7f2414dfbc_106141_TABLET_LANDSCAPE_LARGE_16_9.jpg
LvZ18QbczpSxMvYZliX6w,Hacktivist,https://www.universe.com/events/hacktivist-tickets-08B7LR?ref=ticketmaster,2026-08-22,19:30:00,2026-08-22T18:30:00Z,Europe/London,offsale,Music,Rock,Pop,Hacktivist,Cluny 2,KovZ9177_5V,34 Lime Street,"Newcastle upon Tyne, NE1 2PQ",,,NE1 2PQ,GB,54.97493300,-1.59238000,,,,https://s1.ticketm.net/dam/a/2f0/acaa6132-0feb-4765-ab27-5b23598c22f0_188161_TABLET_LANDSCAPE_LARGE_16_9.jpg
LvZ18QjaJF_a67ZvOgQyp,Led Into Zeppelin,https://www.universe.com/events/led-into-zeppelin-tickets-NYL4KX?ref=ticketmaster,2026-08-22,19:30:00,2026-08-22T18:30:00Z,Europe/London,offsale,Music,Rock,Rock,Led Into Zeppelin,The Cluny,KovZ9177A2V,36 Lime Street,Newcastle Upon Tyne,,,NE1 2PQ,GB,54.97493300,-1.59238000,,,,https://s1.ticketm.net/dam/c/fbc/b293c0ad-c904-4215-bc59-8d7f2414dfbc_106141_TABLET_LANDSCAPE_LARGE_16_9.jpg
LvZ18QouqkmHTxZZ0lM2L,The Jam'd,https://www.universe.com/events/the-jamd-tickets-0RK93P?ref=ticketmaster,2026-08-22,19:30:00,2026-08-22T18:30:00Z,Europe/London,offsale,Music,Rock,Pop,The Jamd,The Boxmoor Playhouse,KovZ9177J1f,72 St John's Road,Hemel Hempstead,,,HP11NP,GB,51.74540380,-0.56263540,,,,https://s1.ticketm.net/dam/c/fbc/b293c0ad-c904-4215-bc59-8d7f2414dfbc_106141_TABLET_LANDSCAPE_LARGE_16_9.jpg
G5vHZ_k3WXSDV,Rock N Roll Circus - Norwich - 4 Day Weekend Ticket,https://www.ticketmaster.co.uk/rock-n-roll-circus-norwich-4-norwich-20-08-2026/event/1F006464BDFB3EF4,2026-08-20,,,Europe/London,offsale,Music,Rock,Pop,Rock N Roll Circus,Earlham Park,KovZpZAnJ7eA,Norwich,Norwich,,,NR4 7TQ,GB,52.62566810,1.23785150,,,,https://s1.ticketm.net/dam/a/13b/0b384128-905f-4845-994a-7a879941313b_TABLET_LANDSCAPE_LARGE_16_9.jpg
1718v0G6GA86oBD,"Dark Thoughts, Memo PST, Razor Sharp, Youth Decline",https://www.ticketweb.com/event/dark-thoughts-memo-pst-razor-characters-pomona-tickets/14965473?REFERRAL_ID=tmfeed,2026-07-14,19:00:00,2026-07-15T02:00:00Z,America/Los_Angeles,onsale,Music,Rock,Pop,,Elements Financial Blue Ribbon Pavilion,KovZ917AxKe,1202 E 38th St,Indianapolis,Indiana,IN,46205,US,39.82551400,-86.13698600,,,,https://s1.ticketm.net/dam/c/fbc/b293c0ad-c904-4215-bc59-8d7f2414dfbc_106141_TABLET_LANDSCAPE_LARGE_16_9.jpg
G5dzZ_63GOvW-,AFI - Moved to Manchester Academy,https://www.ticketmaster.co.uk/afi-moved-to-manchester-academy-manchester-22-08-2026/event/3E0064748C801F61,2026-08-22,19:00:00,2026-08-22T18:00:00Z,Europe/London,offsale,Music,Rock,Alternative Rock,AFI,O2 Ritz Manchester,KovZ9177kaf,Whitworth Street West,Manchester,,,M1 5NQ,GB,53.47442300,-2.24309800,,,,https://s1.ticketm.net/dam/a/1d8/a6edfb49-e78a-4ee8-961e-c595b44951d8_TABLET_LANDSCAPE_LARGE_16_9.jpg
1718v0G61pggYL_,Meduza,https://www.ticketweb.com/event/meduza-ocean-casino-resort-tickets/14901363?REFERRAL_ID=tmfeed,2026-08-22,11:00:00,2026-08-22T15:00:00Z,America/New_York,offsale,Music,Pop,Electro Pop,MEDUZA,Ocean Resort Casino - HQ2 Beachclub,KovZpa241e,500 Boardwalk,Atlantic City,New Jersey,NJ,03401,US,39.362536,-74.413699,,,,https://s1.ticketm.net/dam/a/615/c8126857-4107-45f3-8761-c0e8646ff615_SOURCE
16zZkGy0yZA2eGuC,Calvin Harris,https://www.ticketmaster.ie/calvin-harris-belfast-22-08-2026/event/38006339939E1BCD,2026-08-22,16:00:00,2026-08-22T15:00:00Z,Europe/London,offsale,Music,Pop,Electro Pop,Calvin Harris; Belfast Vital,Boucher Playing Fields,KovZ917A7Mf,Boucher Road,Belfast,,,BT126HR,GB,54.57893800,-5.96378200,,,,https://s1.ticketm.net/dam/a/6f6/089636be-0ae9-42bf-b390-cbbcadff26f6_SOURCE
1718v0G6uMCJvrs,BRANDI CYRUS,https://www.ticketweb.ca/event/brandi-cyrus-cabana-toronto-tickets/14222774?REFERRAL_ID=tmfeed,2026-08-22,14:00:00,2026-08-22T18:00:00Z,America/Toronto,offsale,Music,Pop,Electro Pop,Brandi Cyrus,Cabana Pool Bar,KovZpZAtvJdA,11 Polson Street,Toronto,Ontario,ON,M5A 1A4,CA,43.64084800,-79.35463300,,,,https://s1.ticketm.net/dam/a/dd4/ff520865-a18f-4a9b-b65e-71716adbadd4_SOURCE
LvZ18QLGNCJZbQZZ0bwbm,Henge,https://www.universe.com/events/henge-tickets-W6V7JN?ref=ticketmaster,2026-08-22,19:30:00,2026-08-22T18:30:00Z,Europe/London,offsale,Music,Rock,Electronic,Henge; Divergent Promotions,Chinnerys,KovZpZAnnJnA,21 Marine Parade,Southend-On-Sea,,,SS1 2EJ,GB,51.53327700,0.71916000,,,,https://s1.ticketm.net/dam/a/0e8/0ad80bc9-0227-4af1-b43e-c54fac9f50e8_SOURCE
LvZ18QN1WDh94LOvG0UkK,Mallory Knox,https://www.universe.com/events/mallory-knox-tickets-8MS2PR?ref=ticketmaster,2026-08-22,19:00:00,2026-08-22T18:00:00Z,Europe/London,offsale,Music,Rock,Alternative Rock,Mallory Knox,Manchester The Deaf Institute.,KovZpZAnFvdA,135 Grosvenor Street,Manchester,,,M1 7HE,GB,53.47014000,-2.23615900,,,,https://s1.ticketm.net/dam/c/fbc/b293c0ad-c904-4215-bc59-8d7f2414dfbc_106141_TABLET_LANDSCAPE_LARGE_16_9.jpg
rZ7HnEZ1AfJfGK,INDIE NIGHT LIVE,https://www.ticketweb.com/event/indie-night-live-la-santa-tickets/14994313,2026-08-21,21:00:00,2026-08-22T04:00:00Z,America/Los_Angeles,offsale,Music,Rock,Indie Rock,,La Santa,rZ7HnEZ17otjg,220 E 3rd Street,Santa Ana,California,CA,92701,US,33.747048,-117.866312,13.38,13.38,USD,https://s1.ticketm.net/dam/c/fbc/b293c0ad-c904-4215-bc59-8d7f2414dfbc_106141_TABLET_LANDSCAPE_LARGE_16_9.jpg
rZ7HnEZ1AfQdbK,Emo Night Toronto: Jimmy Eat World x PUP Edition at Sneaky Dee's - Aug 21 2026 - TICKETS AT THE DOOR,https://www.ticketweb.ca/event/emo-night-toronto-jimmy-eat-sneaky-dees-concert-venue-tickets/14683613,2026-08-21,22:30:00,2026-08-22T02:30:00Z,America/Toronto,offsale,Music,Rock,Emo,,Sneaky Dee's Concert Venue,rZ7HnEZaeN0,"431 College Street, 2nd Floor",Toronto,Ontario,ON,M5T 1T1,CA,43.656413,-79.4074860,7.17,18.75,CAD,https://s1.ticketm.net/dam/c/fbc/b293c0ad-c904-4215-bc59-8d7f2414dfbc_106141_TABLET_LANDSCAPE_LARGE_16_9.jpg
